filename,title,author_id
00021100.txt,Hellstrom's hive,4043
00021101.txt,The Digger's game,4044
00021102.txt,All shot up,4045
00021103.txt,The big gold dream,4046
00021104.txt,The crazy kill,4047
00021105.txt,The fellowship of the hand,4048
00021106.txt,The death of Attila,4049
00021107.txt,Fear of Flying,4050
00021108.txt,A thousand summers,4051
00021109.txt,The eleventh plague,4052
00021110.txt,The devil tree,4053
00021111.txt,High Deryni,4054
00021112.txt,Hiero's journey,4055
00021113.txt,The eighth square,4056
00021114.txt,The scarlet ruse,4057
00021116.txt,Herovit's world,4058
00021118.txt,Child of God,4059
00021119.txt,Witch,4060
00021120.txt,After Claude,4061
00021121.txt,The Hephaestus plague,4062
00021122.txt,Final solution,4063
00021123.txt,Walking dead man,4064
00021124.txt,Borrower of the night,4065
00021125.txt,In the land of morning,4066
00021126.txt,Small changes,4067
00021127.txt,The Princess Stakes murder,4068
00021128.txt,The vanished,4069
00021129.txt,Judah the pious,4070
00021130.txt,Gravity's Rainbow,4071
00021131.txt,Sand in the wind,4072
00021132.txt,The man with the black worrybeads,4073
00021133.txt,Embarkation,4074
00021134.txt,Rabbit boss,4075
00021135.txt,The first deadly sin,4076
00021136.txt,As we are now,4077
00021137.txt,The last night at the Ritz,4078
00021139.txt,No holiday for crime,4079
00021140.txt,Spring of violence,4080
00021141.txt,Evening in Byzantium,4081
00021142.txt,Last night at the brain thieves ball,4082
00021143.txt,Please pass the guilt,4083
00021144.txt,Bless the beasts and children,4084
00021145.txt,Saint Jack,4085
00021146.txt,Burr,4086
00021147.txt,Breakfast of Champions,4087
00021148.txt,Forgetting Elena,4088
00021149.txt,The oath,4089
00021150.txt,Hiding place,4090
00021151.txt,Theophilus North,4091
00021152.txt,Man on a leash,4092
00021153.txt,State of grace,4093
00021154.txt,Curiosity didn't kill the cat,4094
00021155.txt,Jaws,4095
00021156.txt,The big kiss-off of 1944,4096
00021158.txt,The diary of a Catholic bishop,4097
00021159.txt,Sick and full of burning,4098
00021160.txt,Hyde Place,4099
00021161.txt,The house at Sandalwood,4100
00021162.txt,Winter kills,4101
00021163.txt,The motherland,4102
00021164.txt,Flow my tears: the policeman said,4103
00021165.txt,The player,4104
00021166.txt,Down a dark hall,4105
00021167.txt,The reincarnation of Peter Proud,4106
00021168.txt,Stronghold,4107
00021169.txt,Sharp practice,4108
00021170.txt,A cry of angels,4109
00021172.txt,About Harry Towns,4110
00021173.txt,The Romanov succession,4111
00021174.txt,Now Molly knows,4112
00021177.txt,M.C. Higgins the Great,4113
00021178.txt,Decades,4114
00021179.txt,Queen Victoria's revenge,4115
00021180.txt,Something happened,4116
00021181.txt,The swarm,4117
00021182.txt,Ripley's game,4118
00021183.txt,Great Maria,4119
00021184.txt,Faith and the good thing,4120
00021185.txt,The fan man,4121
00021186.txt,Who is Mary Stark,4122
00021187.txt,The Dispossessed,4123
00021188.txt,Fifty-two pickup,4124
00021189.txt,The spell of time,4125
00021190.txt,House of Zeor,4126
00021191.txt,The Matlock paper,4127
00021192.txt,The Rhinemann exchange,4128
00021193.txt,The war between the Tates,4129
00021194.txt,The snare of the hunter,4130
00021195.txt,Guernica night,4131
00021196.txt,The sleepwalker,4132
00021197.txt,Fletch,4133
00021198.txt,House of many shadows,4134
00021199.txt,Centennial,4135
00021200.txt,Paradise road,4136
00021201.txt,Look at the harlequins!,4137
00021202.txt,Cities of the interior,4138
00021204.txt,The mote in God's eye,4139
00021205.txt,The jargoon pard,4140
00021206.txt,Yonnondio from the thirties,4141
00021207.txt,God save the child,4142
00021208.txt,A day no pigs would die,4143
00021209.txt,Bargain with death,4144
00021210.txt,The murders of Richard III,4145
00021211.txt,The giant kill,4146
00021212.txt,Don Juan McQueen,4147
00021213.txt,Snowbound,4148
00021214.txt,The Glorious Ones,4149
00021215.txt,The last days of Louisiana Red,4150
00021216.txt,The Easter house,4151
00021217.txt,Sweet savage love,4152
00021219.txt,Crime file,4153
00021220.txt,The Jones men,4154
00021221.txt,Butcher's moon,4155
00021222.txt,Dog soldiers,4156
00021223.txt,Lady,4157
00021224.txt,The brahmin arrangement,4158
00021225.txt,The Fan Club,4159
00021226.txt,Tiffany Street,4160
00021227.txt,Jimmy the kid,4161
00021228.txt,Quin's Shanghai circus,4162
00021229.txt,Long way down,4163
00021230.txt,The hair of Harold Roux,4164
00021231.txt,Ending,4165
00021232.txt,The monkey wrench gang,4166
00021233.txt,Families and survivors,4167
00021234.txt,The second story man,4168
00021235.txt,Goodey's last stand,4169
00021236.txt,The dead father,4170
00021237.txt,Humboldt's gift,4171
00021238.txt,Sneaky people,4172
00021239.txt,Hollywood and LeVine,4173
00021240.txt,The computer connection,4174
00021241.txt,Charbonneau: man of two dreams,4175
00021242.txt,World class,4176
00021243.txt,The Alvarez journal,4177
00021244.txt,Ecotopia,4178
00021245.txt,Where are the children?,4179
00021246.txt,Shogun,4180
00021247.txt,Damon,4181
00021248.txt,The great train robbery,4182
00021249.txt,Tarrano the Conqueror,4183
00021250.txt,Audrey Rose,4184
00021251.txt,Ragtime,4185
00021252.txt,The Holland suggestions,4186
00021253.txt,Pages from a cold island,4187
00021254.txt,Midworld,4188
00021255.txt,A world full of strangers,4189
00021256.txt,J R,4190
00021257.txt,The wind chill factor,4191
00021258.txt,A nun in the closet,4192
00021259.txt,The clairvoyant countess,4193
00021260.txt,One Dead Debutante,4194
00021261.txt,Heart of gold,4195
00021262.txt,The architecture of the Arkansas Ozarks,4196
00021263.txt,Black Sunday,4197
00021264.txt,Earthsound,4198
00021265.txt,Turtle diary,4199
00021266.txt,Consenting adult,4200
00021267.txt,Corregidora,4201
00021268.txt,Salem's Lot,4202
00021269.txt,The dissertation,4203
00021270.txt,Rivers west,4204
00021271.txt,Bellman and True,4205
00021272.txt,Blood relatives,4206
00021273.txt,Minotaur country,4207
00021274.txt,Mawrdew Czgowchwz,4208
00021275.txt,Terms of endearment,4209
00021276.txt,The sea king's daughter,4210
00021278.txt,Mortal stakes,4211
00021279.txt,Time of terror,4212
00021280.txt,Crocodile on the sandbank,4213
00021281.txt,Rock Island Line,4214
00021282.txt,Looking for Mr. Goodbar,4215
00021283.txt,Light years,4216
00021284.txt,Newton and the quasi-apple,4217
00021285.txt,The killer angels,4218
00021286.txt,The stochastic man,4219
00021287.txt,Country music,4220
00021288.txt,The warlock in spite of himself,4221
00021289.txt,The Vorovich affair,4222
00021290.txt,Carlito's way,4223
00021291.txt,The mixed blessing,4224
00021292.txt,The choirboys,4225
00021293.txt,Two much,4226
00021294.txt,Aftershock,4227
00021295.txt,Disturbing the peace,4228
00021296.txt,Speedboat,4229
00021297.txt,Banquet before dawn,4230
00021298.txt,The Henderson equation,4231
00021299.txt,Apeland,4232
00021300.txt,The eyes of Buddha,4233
00021301.txt,Chilly scenes of winter,4234
00021302.txt,The grass is always greener over the septic tank,4235
00021303.txt,Cinnabar,4236
00021304.txt,Patternmaster,4237
00021305.txt,The institute,4238
00021306.txt,The education of Little Tree,4239
00021307.txt,Marilyn the wild,4240
00021308.txt,The education of Patrick Silver,4241
00021309.txt,Double honeymoon,4242
00021310.txt,The Great Santini,4243
00021311.txt,Ratner's star,4244
00021312.txt,Deus irae,4245
00021313.txt,The dragon and the George,4246
00021314.txt,Saratoga longshot,4247
00021315.txt,The HAB theory,4248
00021317.txt,The franchiser,4249
00021318.txt,The fury,4250
00021319.txt,A piece of my heart,4251
00021320.txt,The widow's children,4252
00021321.txt,The siege of wonder,4253
00021322.txt,Magic,4254
00021323.txt,The bric-a-brac man,4255
00021324.txt,Blue skies: no candy,4256
00021325.txt,The hanged men,4257
00021326.txt,The balloonist,4258
00021327.txt,A woman called Moses,4259
00021328.txt,Children of Dune,4260
00021329.txt,The titans,4261
00021330.txt,Limo,4262
00021331.txt,The year the lights came on,4263
00021332.txt,Bullets for Macbeth,4264
00021333.txt,Night chills,4265
00021334.txt,Doctor Rat,4266
00021335.txt,To the Far Blue Mountains,4267
00021336.txt,Flashpoint,4268
00021337.txt,Swag,4269
00021338.txt,The boys from Brazil,4270
00021339.txt,City of the dead,4271
00021340.txt,The Winthrop Covenant,4272
00021341.txt,Buyer beware,4273
00021342.txt,Someone is killing the great chefs of Europe,4274
00021343.txt,The blue hammer,4275
00021344.txt,Grandpa and Frank,4276
00021345.txt,So long as you both shall live,4277
00021346.txt,The changeling conspiracy,4278
00021347.txt,Confess: Fletch,4279
00021348.txt,Patriot's dream,4280
00021350.txt,An orphan's tale,4281
00021351.txt,A world out of time,4282
00021352.txt,Promised land,4283
00021353.txt,The Thomas Berryman number,4284
00021354.txt,Legend in green velvet,4285
00021355.txt,Woman on the edge of time,4286
00021356.txt,The body beautiful murder,4287
00021357.txt,Man plus,4288
00021358.txt,Bloodbrothers,4289
00021359.txt,Freebooty,4290
00021360.txt,Games,4291
00021361.txt,The running of beasts,4292
00021362.txt,Interview with the vampire,4293
00021363.txt,The lonely lady,4294
00021364.txt,Even cowgirls get the blues,4295
00021365.txt,Nambe--year one,4296
00021366.txt,Lucinella,4297
00021367.txt,The demon,4298
00021368.txt,Streets of death,4299
00021369.txt,Small ceremonies,4300
00021370.txt,Finally ... I'm a doctor,4301
00021371.txt,Zone of the interior,4302
00021372.txt,Shadrach in the furnace,4303
00021373.txt,Preservation Hall,4304
00021374.txt,The spectator bird,4305
00021375.txt,Crowned heads,4306
00021376.txt,The best place to be,4307
00021377.txt,Maske,4308
00021378.txt,The dragon masters,4309
00021379.txt,Slapstick,4310
00021380.txt,Dancing Aztecs,4311
00021381.txt,Doctor: lawyer ...,4312
00021382.txt,Where late the sweet birds sang,4313
00021383.txt,Healer,4314
00021384.txt,Oh: bury me not,4315
00021385.txt,The Easter parade,4316
00021386.txt,The work is innocent,4317
00021388.txt,Trans-Siberian Express,4318
00021389.txt,Not sleeping: just dead,4319
00021390.txt,A spell for Chameleon,4320
00021391.txt,Cluster,4321
00021392.txt,Police chief,4322
00021393.txt,If the stars are gods,4323
00021394.txt,In the ocean of night,4324
00021395.txt,Burglars can't be choosers,4325
00021396.txt,The sword of Shannara,4326
00021397.txt,The animal factory,4327
00021398.txt,The Farnsworth Score,4328
00021399.txt,Junky,4329
00021400.txt,Raw silk,4330
00021401.txt,Mind of my mind,4331
00021402.txt,On keeping women,4332
00021403.txt,Betrayed by F. Scott Fitzgerald,4333
00021404.txt,Cirque,4334
00021405.txt,The laurels of Lake Constance,4335
00021406.txt,Midnight at the Well of Souls,4336
00021407.txt,Falconer,4337
00021408.txt,A stranger is watching,4338
00021409.txt,Coma,4339
00021410.txt,Kramer vs. Kramer,4340
00021411.txt,Players,4341
00021412.txt,A scanner darkly,4342
00021413.txt,A book of common prayer,4343
00021414.txt,The Benedict Arnold connection,4344
00021415.txt,Lord Foul's bane,4345
00021416.txt,The Illearth war,4346
00021417.txt,The power that preserves,4347
00021418.txt,The brotherhood of the grape,4348
00021419.txt,The dark design,4349
00021420.txt,The immigrants,4350
00021421.txt,The wolf in the clouds,4351
00021422.txt,Orphan star,4352
00021423.txt,The end of the matter,4353
00021424.txt,Fairytales,4354
00021425.txt,The women's room,4355
00021426.txt,My mother/my self,4356
00021427.txt,The man from Lisbon,4357
00021428.txt,Assault on the gods,4358
00021429.txt,The hour of the Oxrun dead,4359
00021430.txt,Bliss,4360
00021431.txt,Skyfall,4361
00021432.txt,Staggerford,4362
00021433.txt,Refiner's fire,4363
00021434.txt,The Dosadi experiment,4364
00021435.txt,Two ravens,4365
00021436.txt,The Sandler inquiry,4366
00021437.txt,How to save your own life,4367
00021438.txt,Bullet for a star,4368
00021439.txt,Murder on the yellow brick road,4369
00021440.txt,My son: the druggist,4370
00021441.txt,The vision,4371
00021442.txt,Blind date,4372
00021443.txt,Our lady of darkness,4373
00021444.txt,The Chancellor manuscript,4374
00021445.txt,The sunset warrior,4375
00021446.txt,Bonegrinder,4376
00021447.txt,Gus in bronze,4377
00021448.txt,Dying of the light,4378
00021449.txt,Superfolks,4379
00021450.txt,Long time no see,4380
00021451.txt,The serial,4381
00021452.txt,Wings of the falcon,4382
00021453.txt,Captive passions,4383
00021454.txt,Last reveille,4384
00021455.txt,Song of Solomon,4385
00021456.txt,Disappearances,4386
00021457.txt,Edwin of the iron shoes,4387
00021458.txt,Lucifer's hammer,4388
00021459.txt,A way of life: like any other,4389
00021460.txt,Lancelot,4390
00021461.txt,The nuclear catastrophe,4391
00021462.txt,Acts of mercy,4392
00021463.txt,Blowback,4393
00021464.txt,The cracker factory,4394
00021465.txt,The sounds of silence,4395
00021466.txt,Dreams die first,4396
00021467.txt,Attachments,4397
00021468.txt,The professor of desire,4398
00021469.txt,The second deadly sin,4399
00021470.txt,Suffer the children,4400
00021471.txt,The girls from the five great valleys,4401
00021472.txt,Overboard,4402
00021473.txt,Oliver's story,4403
00021474.txt,Appearances of death,4404
00021475.txt,Beggarman: thief,4405
00021476.txt,The box garden,4406
00021477.txt,The August strangers,4407
00021479.txt,Little America,4408
00021480.txt,Earthly possessions,4409
00021481.txt,The investigation,4410
00021482.txt,Always is not forever,4411
00021483.txt,The Ophiuchi hotline,4412
00021484.txt,Sinai tapestry,4413
00021485.txt,In the flesh,4414
00021486.txt,The Poe papers,4415
00021487.txt,Listening to Billie,4416
00021488.txt,The Casanova embrace,4417
00021489.txt,When the offspring have sprung,4418
00021490.txt,Chaining the lady,4419
00021491.txt,Kirlian quest,4420
00021492.txt,This splendid earth,4421
00021493.txt,Hamilton Stark,4422
00021494.txt,Tangier,4423
00021495.txt,The stars in shroud,4424
00021496.txt,Arthur Rex,4425
00021497.txt,The ninth configuration,4426
00021498.txt,The burglar in the closet,4427
00021499.txt,Wifey,4428
00021500.txt,Colony,4429
00021501.txt,Tragic magic,4430
00021502.txt,Speak for the dead,4431
00021503.txt,In such dark places,4432
00021504.txt,Quest for the Well of Souls,4433
00021505.txt,Motherlines,4434
00021506.txt,Secret Isaac,4435
00021507.txt,The Gaynor women,4436
00021508.txt,Air Force One,4437
00021509.txt,The piercing,4438
00021510.txt,The fast one,4439
00021511.txt,The black castle,4440
00021512.txt,The entity,4441
00021513.txt,Killed in the ratings,4442
00021514.txt,Running dog,4443
00021515.txt,By the rivers of Babylon,4444
00021516.txt,Sharky's machine,4445
00021517.txt,Killing Mr. Griffin,4446
00021518.txt,Death in Florence,4447
00021519.txt,Sherlock Holmes vs. Dracula,4448
00021520.txt,The traitors of Bosworth,4449
00021521.txt,Splinter of the mind's eye,4450
00021522.txt,The lady with the moving parts,4451
00021523.txt,The Glendower legacy,4452
00021524.txt,Leah's journey,4453
00021525.txt,The Greenleaf fires,4454
00021526.txt,The sound of midnight,4455
00021527.txt,Holocaust,4456
00021528.txt,Keepers,4457
00021529.txt,Wellspring,4458
00021530.txt,Make us happy,4459
00021531.txt,The house of Kingsley Merrick,4460
00021532.txt,Listening woman,4461
00021533.txt,Falling angel,4462
00021535.txt,The lawless,4463
00021536.txt,Murder at the margin,4464
00021537.txt,Bad connections,4465
00021538.txt,A family trust,4466
00021539.txt,You bet your life,4467
00021540.txt,The eighth sin,4468
00021541.txt,Thursday the Rabbi walked out,4469
00021542.txt,The stand,4470
00021543.txt,Scruples,4471
00021544.txt,Fair blows the wind,4472
00021545.txt,The Scott-Dunlap Ring,4473
00021546.txt,The best little girl in the world,4474
00021547.txt,Unto Zeor: forever,4475
00021548.txt,Mother Russia,4476
00021549.txt,The wind from Hastings,4477
00021550.txt,The Holcroft covenant,4478
00021551.txt,Dai-San,4479
00021552.txt,Shallows of night,4480
00021553.txt,Prelude to terror,4481
00021554.txt,Rest you merry,4482
00021555.txt,Chorale,4483
00021556.txt,The gift of Acabar,4484
00021557.txt,The wolves of Paris,4485
00021558.txt,Uncle,4486
00021559.txt,The white dragon,4487
00021560.txt,Fletch's fortune,4488
00021561.txt,Wait for what will come,4489
00021562.txt,Taking care of Mrs. Carroll,4490
00021564.txt,Death after breakfast,4491
00021565.txt,Street of the five moons,4492
00021566.txt,Spaceling,4493
00021567.txt,Foreigner,4494
00021568.txt,The passing bells,4495
00021569.txt,Zoot-suit murders,4496
00021570.txt,A reckoning,4497
00021571.txt,Punish the sinners,4498
00021572.txt,Requiem for a dream,4499
00021573.txt,The house of God,4500
00021574.txt,Burning questions,4501
00021575.txt,Wrinkles,4502
00021576.txt,Angel city,4503
00021577.txt,River of earth,4504
00021578.txt,The wolfen,4505
00021579.txt,Splendora,4506
00021580.txt,Picture palace,4507
00021581.txt,The Fourth of July War,4508
00021582.txt,Dress gray,4509
00021583.txt,The coup,4510
00021584.txt,Sisters and strangers,4511
00021585.txt,Inside moves,4512
00021586.txt,The black marble,4513
00021587.txt,The beauty queen,4514
00021588.txt,Jerusalem poker,4515
00021589.txt,The watcher,4516
00021590.txt,Nothing's certain but death,4517
00021591.txt,Strange seed,4518
00021592.txt,Hotel Transylvania,4519
00021593.txt,A good school,4520
00021594.txt,The game player,4521
00021595.txt,Blood ties,4522
00021596.txt,Time after time,4523
00021597.txt,Castle Roogna,4524
00021598.txt,The source of magic,4525
00021599.txt,Umbertina,4526
00021600.txt,Tin woodman,4527
00021601.txt,The burglar who liked to quote Kipling,4528
00021602.txt,The catch trap,4529
00021603.txt,Lithium for Medea,4530
00021604.txt,Shakespeare never did this,4531
00021605.txt,Kindred,4532
00021606.txt,Sally Hemings,4533
00021607.txt,Cross current,4534
00021608.txt,Dinah Faire,4535
00021609.txt,Brain,4536
00021610.txt,Touch the wind,4537
00021611.txt,Masters of Everon,4538
00021612.txt,The dragon lord,4539
00021613.txt,Mark Coffin: U.S.S.,4540
00021614.txt,The murder of Lawrence of Arabia,4541
00021615.txt,Heroics,4542
00021616.txt,The establishment,4543
00021617.txt,A gross carriage of justice,4544
00021618.txt,Portraits,4545
00021619.txt,Hollywood gothic,4546
00021620.txt,The Jerusalem diamond,4547
00021621.txt,The last call of mourning,4548
00021622.txt,The books of Rachel,4549
00021623.txt,Sleepless nights,4550
00021624.txt,The dogs of March,4551
00021625.txt,The Jesus incident,4552
00021626.txt,Glad to be here,4553
00021627.txt,False flags,4554
00021628.txt,Winding Stair,4555
00021629.txt,The Howard Hughes affair,4556
00021630.txt,The rosary murders,4557
00021631.txt,The dead zone,4558
00021632.txt,Mandragon,4559
00021633.txt,One hundred times to China,4560
00021634.txt,Only children,4561
00021635.txt,Lazarus man,4562
00021636.txt,The dancers of Arun,4563
00021637.txt,Watchtower,4564
00021638.txt,The green ripper,4565
00021639.txt,McCarthy's list,4566
00021640.txt,The family vault,4567
00021641.txt,The luck runs out,4568
00021642.txt,The executioner's song,4569
00021643.txt,Back Bay,4570
00021644.txt,The execution,4571
00021645.txt,Calypso,4572
00021646.txt,The better angels,4573
00021647.txt,Suttree,4574
00021648.txt,Cannibals and missionaries,4575
00021649.txt,Highliners,4576
00021650.txt,McKay's bees,4577
00021651.txt,The watermen,4578
00021652.txt,The totem,4579
00021653.txt,The sheriff of Purgatory,4580
00021654.txt,A ghost in the music,4581
00021656.txt,The Cosgrove report,4582
00021657.txt,Random killer,4583
00021658.txt,Summer of the dragon,4584
00021659.txt,Nick the Greek,4585
00021660.txt,The lure,4586
00021661.txt,Vida,4587
00021662.txt,The dog of the South,4588
00021663.txt,Janissaries,4589
00021664.txt,Rushes,4590
00021665.txt,Memories of another day,4591
00021666.txt,Stardance,4592
00021667.txt,Star Trek: the motion picture,4593
00021668.txt,The ghost writer,4594
00021669.txt,Solo faces,4595
00021670.txt,Alongside night,4596
00021671.txt,The fulfillment,4597
00021672.txt,A wizard in Bedlam,4598
00021673.txt,Long knife,4599
00021674.txt,Nothing lasts forever,4600
00021675.txt,The housewife and the assassin,4601
00021676.txt,Titan,4602
00021677.txt,Jailbird,4603
00021678.txt,A space apart,4604
00021679.txt,The planet masters,4605
00021680.txt,The resurrectionist,4606
00021681.txt,Private practices,4607
00021682.txt,Blood games,4608
00021683.txt,The open cage,4609
00021684.txt,The windwalker,4610
00021685.txt,Macrolife,4611
00021686.txt,Petals on the wind,4612
00021687.txt,Split infinity,4613
00021688.txt,Thousandstar,4614
00021689.txt,The Clan of the Cave Bear,4615
00021690.txt,Best friends,4616
00021691.txt,Then came violence,4617
00021692.txt,The salt eaters,4618
00021693.txt,The earth and all it holds,4619
00021694.txt,The book of Jamaica,4620
00021695.txt,Punish me with kisses,4621
00021696.txt,Falling in place,4622
00021697.txt,Timescape,4623
00021698.txt,The star sailors,4624
00021699.txt,The burglar who studied Spinoza,4625
00021700.txt,The house between the worlds,4626
00021701.txt,Hawk of May,4627
00021702.txt,Sundiver,4628
00021703.txt,Creek Mary's blood,4629
00021704.txt,Laughing war,4630
00021705.txt,Songmaster,4631
00021706.txt,Double negative,4632
00021707.txt,The vampire tapestry,4633
00021708.txt,The old neighborhood,4634
00021709.txt,The searing,4635
00021710.txt,Congo,4636
00021711.txt,Eagles,4637
00021712.txt,The lunatic fringe,4638
00021713.txt,To the eagle's nest,4639
00021714.txt,The wounded land,4640
00021715.txt,Denver,4641
00021717.txt,Motor City blue,4642
00021718.txt,Ask the dust,4643
00021719.txt,The magic labyrinth,4644
00021720.txt,Dragon's egg,4645
00021721.txt,The China card,4646
00021722.txt,Come pour the wine,4647
00021723.txt,Freddy's book,4648
00021724.txt,The English heiress,4649
00021725.txt,Port Tropique,4650
00021726.txt,The Empire strikes back,4651
00021727.txt,The company of women,4652
00021728.txt,Nighthawk blues,4653
00021729.txt,The invisible city,4654
00021730.txt,Ray,4655
00021731.txt,Aransas,4656
00021732.txt,Witnesses,4657
00021733.txt,Direct descent,4658
00021734.txt,Aries rising,4659
00021735.txt,The boy who followed Ripley,4660
00021736.txt,Riddley Walker,4661
00021737.txt,Angel Landing,4662
00021738.txt,Decoys,4663
00021739.txt,The Americans,4664
00021740.txt,Sea story,4665
00021741.txt,Never cross a vampire,4666
00021742.txt,O my America!,4667
00021743.txt,Yellowfish,4668
00021744.txt,Death wears a red hat,4669
00021745.txt,Firestarter,4670
00021746.txt,Eddie and the Cruisers,4671
00021747.txt,The voice of the night,4672
00021748.txt,Princess Daisy,4673
00021749.txt,The last President,4674
00021750.txt,The water castle,4675
00021751.txt,Meeting Rozzy halfway,4676
00021752.txt,City primeval,4677
00021753.txt,Lion of Ireland,4678
00021754.txt,First channel,4679
00021755.txt,Beneath an opal moon,4680
00021756.txt,The ninja,4681
00021757.txt,The northern girl,4682
00021758.txt,The hidden target,4683
00021759.txt,The withdrawing room,4684
00021760.txt,Alex driving south,4685
00021761.txt,Dingley Falls,4686
00021762.txt,The Christ commission,4687
00021763.txt,Platforms,4688
00021764.txt,So long: see you tomorrow,4689
00021765.txt,Ghosts,4690
00021766.txt,Burn this,4691
00021767.txt,The wizard's daughter,4692
00021768.txt,Guardian,4693
00021769.txt,The Libyan kill,4694
00021770.txt,Bellefleur,4695
00021771.txt,Looking for Rachel Wallace,4696
00021772.txt,The second coming,4697
00021773.txt,The love talker,4698
00021774.txt,The spinner,4699
00021775.txt,Random winds,4700
00021776.txt,Beyond the blue event horizon,4701
00021777.txt,King David's spaceship,4702
00021778.txt,Margaret's story,4703
00021779.txt,Prose Bowl,4704
00021780.txt,Still life with Woodpecker,4705
00021781.txt,At the shores,4706
00021782.txt,Emmeline,4707
00021783.txt,Contract with the world,4708
00021784.txt,Watchstar,4709
00021785.txt,Comes the blind fury,4710
00021786.txt,Rough strife,4711
00021787.txt,Rage of angels,4712
00021789.txt,Household words,4713
00021790.txt,Lord Valentine's castle,4714
00021791.txt,Black Mountain breakdown,4715
00021792.txt,Songs from the stars,4716
00021793.txt,The resort,4717
00021795.txt,Stepping,4718
00021797.txt,A woman of valor,4719
00021798.txt,Morgan's passing,4720
00021799.txt,The lime pit,4721
00021800.txt,Wizard,4722
00021801.txt,Forgotten impulses,4723
00021802.txt,Mankiller,4724
00021803.txt,An enemy of the state,4725
00021804.txt,Star god,4726
00021805.txt,Hearts,4727
00021806.txt,American quartet,4728
00021807.txt,The war of the Roses,4729
00021808.txt,Original sins,4730
00021809.txt,Blue Adept,4731
00021810.txt,Radix,4732
00021811.txt,The cat and the King,4733
00021812.txt,Reinhart's women,4734
00021813.txt,Embrace and conquer,4735
00021814.txt,A stab in the dark,4736
00021815.txt,Voyagers,4737
00021816.txt,Cable Harbor,4738
00021817.txt,The Chaneysville incident,4739
00021818.txt,Little Boy Blue,4740
00021819.txt,Cities of the red night,4741
00021821.txt,Downbelow station,4742
00021822.txt,The pride of Chanur,4743
00021823.txt,Noble house,4744
00021824.txt,Pacific cavalcade,4745
00021825.txt,The midwife,4746
00021826.txt,This Calder sky,4747
00021827.txt,Year of the dragon,4748
00021828.txt,Killed in the act,4749
00021829.txt,Cathedral,4750
00021830.txt,Dale loves Sophie to death,4751
00021831.txt,The divine invasion,4752
00021832.txt,Valis,4753
00021833.txt,Chameleon,4754
00021834.txt,Saratoga swimmer,4755
00021835.txt,Angel eyes,4756
00021836.txt,The unreasoning mask,4757
00021837.txt,Daisy Fay and the miracle man,4758
00021838.txt,The ultimate good luck,4759
00021840.txt,A world called solitude,4760
00021841.txt,Glitterburn,4761
00021842.txt,The Cardinal sins,4762
00021843.txt,The man with a load of mischief,4763
00021844.txt,Maura's dream,4764
00021845.txt,Red dragon,4765
00021846.txt,Intrusions,4766
00021847.txt,God Emperor of Dune,4767
00021848.txt,30 for a Harry,4768
00021849.txt,Rubout at the Onyx,4769
00021850.txt,Baja Oklahoma,4770
00021851.txt,Slade's glacier,4771
00021852.txt,High midnight,4772
00021853.txt,Fear itself,4773
00021854.txt,Mind over murder,4774
00021855.txt,A clown in the moonlight,4775
00021856.txt,The beginning place,4776
00021857.txt,Split images,4777
00021858.txt,The beast within,4778
00021859.txt,Mahogany trinrose,4779
00021860.txt,The sardonyx net,4780
00021861.txt,The flames of Rome,4781
00021862.txt,Windhaven,4782
00021863.txt,Tides of love,4783
00021864.txt,The many-colored land,4784
00021865.txt,Baby love,4785
00021866.txt,The entropy effect,4786
00021867.txt,In a high place,4787
00021868.txt,The men's club,4788
00021869.txt,Playing from memory,4789
00021870.txt,Powder burn,4790
00021871.txt,Ozymandias,4791
00021872.txt,The fields of home,4792
00021873.txt,Tar baby,4793
00021874.txt,Night Wind,4794
00021875.txt,Guinevere,4795
00021876.txt,Dream Park,4796
00021877.txt,Oath of fealty,4797
00021878.txt,Horn crown,4798
00021879.txt,Save Johanna!,4799
00021880.txt,The curse of the Pharaohs,4800
00021881.txt,Hoodwink,4801
00021882.txt,Household saints,4802
00021883.txt,Goodbye: Janette,4803
00021884.txt,Circles of time,4804
00021885.txt,The dukes,4805
00021886.txt,Zuckerman unbound,4806
00021887.txt,Midnight's children,4807
00021888.txt,The third deadly sin,4808
00021889.txt,Balancing acts,4809
00021890.txt,Realities,4810
00021891.txt,The herald,4811
00021892.txt,Bread upon the waters,4812
00021893.txt,On the stroll,4813
00021894.txt,Whalesong,4814
00021896.txt,For richer: for poorer,4815
00021897.txt,A flag for sunrise,4816
00021898.txt,Fer-de-lance,4817
00021899.txt,Hers the kingdom,4818
00021900.txt,The hunger,4819
00021901.txt,The Mosquito Coast,4820
00021902.txt,The mordida man,4821
00021903.txt,Rabbit is rich,4822
00021904.txt,Dead Letter,4823
00021905.txt,The Klingon gambit,4824
00021906.txt,The covenant of the crown,4825
00021907.txt,Dad,4826
00021908.txt,The testament,4827
00021909.txt,Higher ground,4828
00021910.txt,Lincoln's mothers,4829
00021911.txt,The keep,4830
00021912.txt,The killing circle,4831
00021913.txt,Childsong,4832
00021914.txt,Chiefs,4833
00021915.txt,Seasons of death,4834
00021916.txt,Path of the eclipse,4835
00021917.txt,Madwand,4836
00021918.txt,Matters of chance,4837
00021919.txt,Cobalt,4838
00021920.txt,My sweet Audrina,4839
00021921.txt,Juxtaposition,4840
00021922.txt,Night mare,4841
00021923.txt,Ogre: ogre,4842
